0	0
15.120714	0.05
22.718292	0.1
27.842733	0.15
31.871434	0.2
35.365044	0.25
38.600588	0.3
41.736202	0.35
44.873979	0.4
48.087807	0.45
51.437236	0.5
54.975221	0.55
58.752993	0.6
62.823644	0.65
67.245285	0.7
72.084406	0.75
77.4201	0.8
83.350021	0.85
89.999612	0.9
97.537353	0.95
106.201406	1
116.348464	1.05
128.547329	1.1
143.765431	1.15
163.754169	1.2
191.868158	1.25
234.833507	1.3
306.509769	1.35
435.255202	1.4
674.911968	1.45
1108.325569	1.5
1813.085468	1.55
2801.217421	1.6
4053.653117	1.65
5591.10689	1.7
7448.318413	1.75
9708.81567	1.8
12486.93162	1.85
16041.48364	1.9
21249.42062	1.95
31313.49588	2
53589.44688	2.05
88477.4846	2.1
124329.4105	2.15
159968.5693	2.2
197751.6043	2.25
234024.7513	2.3
